"R0000100","R0153800","R0153900","R0154000","R0154100","R0154200","R0154300","R0154400","R0154500","R0173600","R0214700","R0214800","R0799500","R0799600","R0799700","R0799800","R0799900","R0800000","R0800100","R0800200","R2364600","R2364700","R2364800","R2364900","R2365000","R2365100","R2365200","R2365300","R8418500","R8418501","R8418502","R8418503","R8418504","R8418505","R8418506","R8418507"
173,2,2,3,2,2,2,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
174,2,1,2,3,2,3,2,4,8,1,2,1,1,4,2,4,1,4,2,2,2,3,2,3,2,3,2,4,4,2,3,1,3,1,3
175,1,3,-2,1,3,1,4,-2,5,3,2,2,2,2,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
176,1,2,3,2,3,2,3,1,5,3,2,1,2,3,2,3,2,3,2,1,-2,-2,2,3,2,4,-2,-5,-5,-5,-5,-5,-5,-5,-5
177,3,3,3,2,3,3,2,3,1,3,1,4,4,4,2,2,4,2,4,4,3,3,2,3,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5
178,2,2,3,-2,3,3,3,-2,1,3,1,3,3,1,3,3,2,2,3,1,1,3,2,3,2,3,2,4,3,3,4,3,3,2,8
179,1,4,3,1,4,3,3,2,5,3,2,1,1,1,1,4,3,3,1,1,1,3,2,2,1,3,1,4,4,2,4,2,4,2,4
180,1,2,4,1,2,1,3,1,5,3,2,1,1,1,1,3,1,4,1,1,1,4,1,3,1,4,1,4,4,3,4,2,4,1,4
181,2,2,3,3,-2,2,-2,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,2,2,1,3,2,4
182,2,2,2,2,3,2,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
183,2,2,2,2,2,2,3,2,5,3,2,1,3,3,2,3,1,4,1,1,2,2,2,3,2,4,2,4,3,3,3,3,3,2,3
184,3,2,4,1,4,2,3,2,5,3,2,1,2,3,2,3,2,3,2,1,1,4,1,3,2,4,2,4,4,4,3,2,3,2,3
185,2,2,2,2,2,2,2,2,1,3,1,2,2,3,2,2,2,3,2,1,1,3,1,3,2,3,2,4,4,2,3,2,3,2,3
186,1,2,2,1,2,2,4,2,5,3,2,1,2,3,2,4,3,4,2,1,1,3,-3,2,3,4,4,4,4,2,3,2,3,2,3
187,1,2,3,2,-2,2,3,-2,1,3,1,1,2,2,1,2,2,3,2,1,1,3,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
188,1,2,4,1,3,2,4,1,5,3,2,1,2,4,2,4,2,3,2,1,2,2,-2,3,3,4,-2,4,3,2,3,1,3,1,3
189,1,2,3,2,3,2,3,2,1,3,1,1,2,3,1,4,2,3,2,1,2,3,2,3,2,3,2,4,4,4,4,2,4,1,3
190,1,1,-2,1,3,1,4,1,5,3,2,1,1,3,1,3,1,4,1,1,1,1,1,2,1,4,1,4,4,3,4,2,4,1,4
191,1,3,2,3,3,2,4,1,1,3,1,1,1,4,2,4,1,4,1,1,1,2,1,3,1,4,1,4,4,3,3,1,4,1,3
192,2,2,3,2,4,2,4,2,5,3,2,1,2,3,2,4,2,3,2,2,2,3,2,4,2,3,2,3,3,3,2,2,3,2,3
193,3,3,3,3,2,3,3,-2,1,3,1,2,3,3,3,4,2,3,3,1,3,2,3,3,2,4,2,3,3,3,2,2,3,2,3
194,4,3,2,3,2,4,4,3,1,3,1,2,2,3,2,2,2,3,2,2,2,3,3,2,2,4,2,3,3,3,3,2,2,2,8
195,2,2,2,1,1,3,4,2,1,3,1,1,1,3,1,2,2,3,1,1,2,3,1,3,1,3,1,4,4,4,4,8,4,1,4
196,3,3,2,2,3,3,3,2,1,3,1,2,3,2,2,2,2,3,2,1,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2
197,4,2,3,2,3,3,4,2,5,3,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,4,4,4,4,1,4,1,1
198,1,1,4,1,3,2,4,1,1,3,1,1,1,4,1,3,1,4,2,1,1,4,1,3,1,4,1,4,4,4,3,3,4,1,3
199,2,2,4,2,3,3,3,2,1,3,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,2,3,8,3,2,4,2
200,2,3,2,2,3,4,3,2,5,3,2,2,2,2,3,4,3,4,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,2
201,3,2,2,2,-2,-3,3,-2,1,3,1,2,2,2,2,2,2,3,-2,1,1,1,-2,3,1,4,-2,4,3,3,3,3,3,2,3
202,2,2,3,2,3,3,3,2,1,3,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,3
203,2,-2,3,-2,2,3,4,3,8,1,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
204,1,2,4,2,2,1,4,2,8,1,2,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,3,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
205,2,3,2,2,2,3,4,3,8,1,2,2,2,4,3,4,3,4,-2,2,2,2,2,3,3,3,2,4,4,2,4,2,8,1,2
206,2,2,2,2,2,3,3,3,1,3,1,2,2,3,2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
207,3,3,3,2,3,3,2,2,1,3,1,2,2,4,2,4,3,1,-2,2,2,3,2,3,2,3,2,3,3,2,4,1,2,2,3
208,1,1,4,1,4,1,4,1,6,3,2,1,1,1,1,4,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
209,2,3,4,2,3,3,3,2,1,3,1,2,2,3,2,3,2,2,2,2,2,2,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
210,3,2,2,4,2,3,4,2,1,3,1,2,2,2,2,3,3,4,3,2,2,2,2,3,2,4,2,4,4,4,4,2,3,1,3
211,2,2,3,2,2,2,3,2,5,3,2,1,2,3,1,2,1,4,2,1,1,1,1,3,2,4,1,4,1,3,2,3,3,2,2
212,2,2,2,1,2,1,4,2,1,3,1,1,1,1,1,3,1,4,1,2,1,1,1,3,1,3,2,4,4,4,4,2,4,2,3
213,2,2,2,1,2,1,3,2,1,3,1,2,2,2,2,3,2,4,2,2,2,2,2,3,2,3,2,4,4,4,4,4,4,4,4
214,2,2,2,2,1,3,4,2,1,3,1,2,2,2,2,2,2,4,1,2,2,-2,2,2,2,3,-2,3,3,3,9,2,3,1,9
215,3,3,2,2,2,2,3,2,1,3,1,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
216,1,2,2,1,3,2,3,2,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
217,2,3,3,2,3,2,2,-2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,1,2,4,2,3,1,3,2,1,3,1,1,1,4,1,3,1,4,2,1,2,3,1,4,1,4,3,4,4,3,4,2,4,1,3
219,2,2,3,3,2,3,2,2,5,3,2,2,2,3,3,3,3,3,2,1,2,3,2,-2,2,3,2,3,3,2,3,2,3,1,2
220,2,2,3,3,3,3,3,2,5,3,2,1,2,3,2,2,2,3,2,2,2,3,2,3,2,3,2,4,4,2,4,2,4,1,3
221,1,4,4,2,4,2,4,4,7,2,2,4,2,2,2,3,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,4,2,4
222,4,4,3,3,4,4,4,4,3,2,1,1,4,4,2,2,2,4,4,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,2
223,3,2,4,2,4,3,4,2,3,2,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,3,3,3,2,3,2,3,2,3
224,1,2,4,2,2,1,4,2,7,2,2,1,1,2,2,3,2,4,2,4,4,-2,3,3,2,3,-2,4,3,3,3,2,4,1,3
225,2,2,3,3,3,2,3,-2,4,1,1,2,3,3,2,3,2,4,2,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
226,2,3,3,2,4,3,4,3,4,1,1,4,4,1,2,3,4,3,-2,3,4,4,4,4,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5
227,2,2,3,2,2,2,3,1,7,2,2,2,2,3,2,3,2,4,2,2,2,3,2,2,2,4,2,4,3,1,4,1,4,1,4
228,1,3,2,2,4,3,2,1,8,1,2,2,2,2,3,3,2,3,2,3,4,3,2,4,3,2,3,2,2,2,3,3,1,3,2
229,1,2,3,2,3,3,3,3,5,3,2,2,4,3,4,2,3,4,4,1,1,4,1,4,1,4,3,2,1,2,2,2,2,8,2
230,4,3,3,3,2,4,2,3,1,3,1,4,4,3,4,2,4,4,3,4,4,1,1,3,4,4,3,3,2,1,2,1,1,1,2
231,3,3,3,2,3,3,3,2,5,3,2,3,3,2,3,3,4,2,3,3,3,3,2,3,3,3,3,3,3,2,3,1,3,2,3
232,2,2,3,2,2,3,3,2,1,3,1,2,2,3,1,2,2,3,2,2,2,3,1,3,2,3,2,4,3,3,3,2,3,2,3
233,4,2,2,2,2,3,3,3,1,3,1,3,3,3,2,2,4,2,3,4,1,3,3,2,3,3,3,3,3,3,3,2,3,2,2
234,4,4,2,1,2,4,3,3,2,3,1,4,4,2,3,2,4,3,3,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
235,3,2,3,2,3,3,3,3,1,3,1,3,3,2,2,3,3,3,3,3,4,2,3,3,3,3,3,2,2,3,2,4,1,1,2
236,1,2,3,2,2,2,3,2,5,3,2,1,3,3,2,3,2,3,2,1,2,2,2,4,2,3,2,4,3,8,8,2,3,1,3
237,2,2,4,2,2,3,3,3,5,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,-2,3,3,2,1,1,2,2,2
238,2,2,3,2,2,2,3,1,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,2,2,3,2,3,2,3,1,6,3,2,3,2,3,3,3,2,3,3,2,2,2,2,3,4,4,4,2,3,2,3,1,2,1,2
240,2,2,3,2,2,2,4,2,6,3,2,2,2,3,1,3,2,4,2,1,2,3,1,3,2,4,2,3,2,3,3,3,3,1,3
241,3,2,3,2,4,1,3,2,2,3,1,2,3,4,1,2,4,4,2,3,2,3,1,2,3,4,1,-5,-5,-5,-5,-5,-5,-5,-5
242,3,3,3,3,3,4,2,3,5,3,2,2,2,2,2,4,3,3,3,2,2,2,2,4,3,4,2,4,4,8,3,1,3,2,3
243,3,2,3,4,3,4,1,3,1,3,1,2,2,3,1,3,3,3,2,2,2,3,2,2,2,3,2,4,3,1,3,2,3,2,3
244,1,2,3,2,4,2,3,2,5,3,2,2,2,3,3,4,2,3,1,1,2,3,2,4,3,3,2,4,3,2,2,2,4,1,4
245,2,2,4,2,3,3,3,2,5,3,2,2,2,3,2,3,3,4,2,1,2,3,2,3,3,3,2,4,3,2,3,2,3,2,2
246,2,2,3,2,2,3,3,3,1,3,1,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
247,2,2,3,2,3,3,4,3,2,3,1,2,2,3,2,2,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,1,2
248,2,2,3,1,2,2,4,2,2,3,1,2,2,2,2,3,2,3,2,2,3,2,2,3,2,3,2,3,3,2,3,2,3,2,3
249,2,2,3,2,2,1,3,3,6,3,2,2,3,2,2,4,3,2,2,2,3,2,2,2,2,3,2,3,3,3,4,3,4,2,4
250,2,2,3,3,3,2,4,2,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,1,1,1,1,2
251,2,3,4,3,3,2,3,3,2,3,1,2,2,3,3,2,3,3,3,1,1,3,3,3,2,3,2,4,3,2,2,3,3,2,3
252,2,4,4,2,2,2,4,2,6,3,2,2,3,3,2,3,2,4,2,1,1,4,2,4,1,4,1,3,3,3,3,1,3,1,2
253,2,2,3,3,2,3,3,2,1,3,1,2,3,3,2,-2,2,3,2,2,2,2,2,2,2,3,2,4,3,2,3,2,3,1,3
254,4,4,2,2,2,4,2,3,5,3,2,2,2,3,2,3,2,4,2,1,2,2,2,2,2,3,2,3,3,3,3,3,3,2,3
255,3,3,3,2,2,3,3,4,5,3,2,-2,2,2,2,3,2,3,-2,2,1,2,2,3,3,3,2,3,3,2,2,3,3,2,2
256,2,3,2,3,2,4,4,-2,5,3,2,3,3,2,3,3,4,2,3,1,2,3,2,4,2,3,2,3,3,2,2,2,2,2,3
257,2,2,2,3,3,3,3,2,1,3,1,3,2,3,2,2,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,3,3,2,2,2,3,1,3
258,2,2,2,2,2,2,4,2,5,3,2,2,2,2,2,1,2,4,2,2,2,1,-2,2,2,4,2,3,3,4,3,3,3,2,3
259,3,2,3,2,1,3,3,3,1,3,1,3,2,2,2,1,3,4,3,3,2,3,2,2,3,3,2,3,3,2,3,1,3,2,3
260,2,2,3,2,2,2,3,2,1,3,1,2,2,2,2,3,2,3,2,1,1,3,2,4,2,3,2,4,3,3,3,2,3,1,3
261,3,3,3,3,2,3,3,3,1,3,1,2,3,3,3,3,3,3,2,2,2,3,3,4,2,3,2,3,3,3,2,2,2,2,3
262,1,2,3,1,2,2,4,2,5,3,2,1,2,3,2,4,1,4,2,1,1,2,2,4,1,4,3,-5,-5,-5,-5,-5,-5,-5,-5
263,1,2,2,1,2,2,3,2,1,3,1,2,2,3,1,3,2,4,1,1,2,4,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
264,1,2,3,1,1,3,1,2,5,3,2,2,2,3,2,3,2,3,2,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
265,1,2,3,2,3,2,3,2,5,3,2,1,2,2,2,3,2,3,2,1,2,2,2,3,2,3,2,4,3,4,4,3,4,1,4
266,3,2,3,2,2,3,2,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,2,3,2,4,3,4,3,2,1,3,1,2,3,1,3,3,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
268,2,2,3,3,3,3,4,2,1,3,1,2,2,3,2,3,2,3,2,2,2,3,2,2,2,3,3,3,3,2,3,1,3,2,3
269,2,2,3,2,3,2,3,2,2,3,1,2,2,3,2,4,2,3,2,1,1,3,2,3,2,3,2,4,4,1,3,2,4,2,4
270,3,2,3,3,3,3,3,4,1,3,1,1,2,3,2,3,2,3,1,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
271,1,2,2,1,2,2,2,2,5,3,2,2,2,3,2,2,1,3,1,1,1,3,1,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
272,1,1,4,1,2,1,4,2,5,3,2,2,2,3,2,2,3,4,2,2,2,2,2,2,2,4,2,4,4,4,3,2,4,1,2
273,2,2,3,1,3,3,3,2,1,3,1,1,2,3,2,3,2,3,2,2,2,3,2,3,2,2,-3,3,3,2,3,2,3,2,3
274,2,2,2,2,2,2,3,-2,2,3,1,2,3,3,2,3,2,3,3,2,2,4,2,3,2,4,2,3,3,2,4,2,3,1,3
275,2,2,-2,-2,3,2,4,2,6,3,2,2,3,2,4,2,4,3,4,1,1,4,2,3,1,3,1,4,2,1,8,2,3,1,3
276,1,2,2,2,2,2,3,2,5,3,2,1,1,2,1,4,1,4,2,1,1,3,1,3,3,4,3,-5,-5,-5,-5,-5,-5,-5,-5
277,1,1,4,2,4,2,4,1,1,3,1,2,1,4,2,4,2,4,2,1,3,4,2,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
278,2,3,3,2,3,2,2,2,5,3,2,2,2,3,2,3,2,3,3,1,2,4,2,3,2,2,2,4,3,2,2,2,2,2,2
279,2,2,3,2,3,2,3,2,1,3,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,4,1,1,4,2,4,1,2
280,1,1,2,1,3,1,4,2,5,3,2,1,2,-2,1,4,1,4,1,1,1,1,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
281,2,3,3,3,2,3,3,2,1,3,1,3,2,3,3,3,3,3,2,2,2,3,3,3,4,3,3,3,3,2,3,3,3,2,3
282,3,2,2,2,2,3,3,3,5,3,2,2,2,3,2,4,2,3,2,2,2,3,2,3,2,3,1,2,3,3,2,2,3,2,3
283,4,3,1,4,2,3,3,3,4,1,1,2,3,3,2,3,2,3,2,2,2,3,2,3,2,2,2,3,3,2,3,2,3,2,2
284,2,2,3,2,3,2,2,3,4,1,1,2,2,3,2,4,2,2,1,2,2,3,2,4,2,3,2,3,3,2,2,2,2,2,3
285,1,3,3,2,4,1,3,3,8,1,2,1,3,3,1,3,3,4,2,3,2,3,2,4,3,4,2,3,3,3,3,3,1,1,3
286,3,3,2,2,2,4,1,3,8,1,2,2,3,2,2,3,3,2,2,1,1,1,1,3,2,3,2,3,3,3,3,2,3,2,3
287,2,4,2,2,3,2,4,3,5,3,2,2,2,2,2,3,2,3,2,1,2,2,2,3,2,4,2,3,3,3,2,1,8,1,3
288,4,2,3,2,2,4,2,4,5,3,2,3,2,3,2,3,3,2,3,2,3,2,2,3,3,3,3,4,4,4,4,1,4,2,4
289,1,2,3,2,3,2,3,2,5,3,2,1,2,1,1,4,2,3,2,1,1,1,2,3,2,4,1,4,4,2,3,3,3,3,3
290,1,2,2,2,2,2,4,2,8,1,2,2,3,2,2,2,2,3,3,2,3,2,2,3,3,3,3,4,4,4,4,3,4,3,2
291,3,2,3,2,3,3,1,3,3,2,1,2,2,3,2,3,2,1,2,2,2,4,2,3,3,2,-2,3,3,3,3,3,3,2,3
292,1,1,3,2,3,2,4,2,5,3,2,3,2,2,4,2,3,2,4,2,3,2,1,4,3,3,3,3,3,3,3,3,3,1,3
293,2,2,2,2,2,2,3,2,5,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,2,3,2,3
294,1,2,3,2,2,3,3,3,5,3,2,1,2,2,2,2,3,4,3,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,3,2,3,1,3
295,3,2,3,3,2,2,3,3,1,3,1,1,2,2,2,3,3,3,3,1,3,3,1,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
296,4,2,4,4,4,4,1,4,1,3,1,2,2,4,2,4,1,1,3,3,1,4,-2,3,2,3,-2,1,1,8,1,1,1,1,8
297,2,3,2,3,2,3,3,2,5,3,2,3,2,2,3,4,3,3,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,3
298,3,2,3,3,3,2,4,3,8,1,2,2,2,2,2,3,2,3,2,1,1,4,1,4,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5
299,2,4,2,3,2,4,4,4,4,1,1,2,2,3,2,3,-2,3,-2,-2,-2,2,2,2,2,3,2,3,3,2,2,3,3,2,3
300,3,2,3,1,3,4,4,1,4,1,1,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
301,2,3,3,2,3,3,3,2,4,1,1,2,2,2,2,3,2,3,2,1,2,3,2,3,2,3,2,3,4,2,4,1,3,1,3
302,3,4,3,1,3,3,3,3,4,1,1,2,3,3,2,3,3,3,3,3,3,2,2,4,3,3,3,3,2,2,3,2,3,2,2
303,2,3,1,2,3,2,3,3,4,1,1,2,2,3,2,2,3,3,2,3,3,-2,3,3,3,3,-2,3,2,2,3,2,3,2,3
304,2,2,3,2,4,1,4,1,4,1,1,3,2,3,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,3
305,3,4,4,3,4,4,2,2,8,1,2,2,2,2,2,4,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,4,3,1,2,1,1,1,1
306,2,2,3,2,4,4,3,2,3,2,1,2,2,3,2,4,2,3,2,1,1,3,2,3,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5
307,2,2,3,2,4,2,3,2,5,3,2,2,2,3,2,4,2,4,2,1,2,3,2,3,2,3,2,4,4,2,2,1,3,1,2
308,2,2,2,3,2,4,2,1,1,3,1,4,3,2,2,3,3,2,4,2,2,4,2,3,2,3,2,3,3,3,3,2,3,2,8
309,2,3,3,2,4,1,3,2,1,3,1,2,2,3,2,3,2,3,2,2,2,3,2,3,3,3,3,4,3,2,3,3,3,2,3
310,3,3,3,3,2,3,3,3,1,3,1,3,4,2,3,2,4,4,4,2,3,3,2,2,3,3,2,2,2,3,2,3,2,2,3
311,1,3,2,3,2,2,3,3,1,3,1,2,2,3,2,2,2,3,2,1,1,3,1,3,2,4,2,4,3,2,3,2,3,2,3
312,2,2,3,1,4,3,3,2,5,3,2,1,2,4,1,4,2,4,2,1,2,3,1,2,2,3,2,4,3,1,2,2,3,2,3
313,2,2,4,2,3,3,3,2,1,3,1,2,2,3,2,4,2,3,2,2,2,3,3,4,2,3,2,3,3,2,2,1,3,2,3
314,2,2,2,2,4,3,4,2,5,3,2,2,2,2,2,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
315,3,2,2,2,2,3,3,3,1,3,1,3,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,2,2,2,1,3,2,2
316,4,3,2,1,2,4,1,2,1,3,1,3,3,3,2,3,3,1,-2,3,1,3,2,3,3,3,3,3,3,2,3,2,3,2,3
317,2,2,3,1,3,2,4,2,1,3,1,1,1,4,1,4,1,4,2,1,1,4,2,4,2,3,2,4,4,2,4,1,4,1,3
318,2,2,3,2,3,2,2,2,1,3,1,2,3,3,2,3,3,3,3,1,1,4,3,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
319,1,1,4,1,3,1,3,2,5,3,2,1,1,2,1,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,4,4,4,4,2,4,1,4
320,2,2,2,3,2,2,3,1,1,3,1,1,2,3,2,2,2,3,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3
321,2,2,3,3,3,2,3,3,5,3,2,1,3,3,1,4,2,3,2,1,2,3,3,3,2,3,2,4,3,3,3,3,3,2,3
322,1,1,3,2,3,2,3,2,5,3,2,1,1,3,2,4,2,3,1,1,1,4,1,3,4,3,2,3,3,8,3,2,2,2,3
323,1,2,3,2,3,4,3,2,1,3,1,2,3,3,2,4,2,3,3,2,3,3,2,3,3,2,2,-5,-5,-5,-5,-5,-5,-5,-5
324,1,1,3,3,4,4,3,2,1,3,1,3,2,3,2,3,3,3,3,2,3,3,3,3,3,1,3,4,4,8,1,1,4,2,2
325,2,1,4,2,4,2,3,2,1,3,1,3,2,3,2,3,3,3,3,1,2,-3,3,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
326,1,1,4,1,4,1,4,1,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,1,1,4,1,4,1,4,1,5,3,2,1,1,-2,1,4,1,3,1,1,2,2,2,3,2,3,2,8,8,8,3,2,3,2,3
328,3,3,2,3,2,3,2,3,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
329,4,4,4,4,3,3,2,3,4,1,1,3,3,3,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,2,2,3,2,3,3,3,4,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,3,2,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
331,2,3,3,3,4,3,4,1,4,1,1,2,3,3,2,3,2,3,2,4,4,-2,3,2,4,3,2,3,4,1,3,1,3,1,3
332,1,2,3,3,2,2,3,1,4,1,1,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,2,4,2,3,2,4,4,3,3,2,3,1,3
333,2,2,3,2,3,2,3,2,7,2,2,1,2,3,2,4,3,3,2,1,1,3,2,3,2,3,2,4,4,3,3,1,4,1,4
334,2,2,3,2,4,1,4,2,3,2,1,1,1,2,1,2,2,4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,2,2,2,3,3,2,3,2,7,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,-2,4,1,3,3,3,3,3,3,2,3
336,3,3,3,3,3,3,2,2,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,1,2,4,1,3,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5
337,2,2,2,3,3,2,2,2,3,2,1,2,2,3,2,3,2,3,3,1,1,1,1,4,1,4,2,4,4,2,3,2,2,2,2
338,2,2,2,2,3,3,3,2,7,2,2,2,2,3,3,4,2,3,2,2,2,3,3,3,2,3,2,3,3,2,3,2,3,2,8
339,2,3,2,3,3,3,3,2,7,2,2,3,2,2,-2,2,3,3,3,1,2,2,3,3,3,3,2,4,3,3,2,2,2,1,2
340,2,3,3,3,3,3,3,2,7,2,2,2,3,3,3,3,3,3,3,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
341,1,1,3,1,3,1,4,2,5,3,2,1,1,4,1,4,1,4,1,1,1,4,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
342,2,2,3,2,4,2,4,2,1,3,1,2,2,3,2,3,2,3,2,1,2,2,2,2,2,3,2,4,3,3,3,2,2,2,3
343,2,2,3,-2,3,2,3,2,7,2,2,2,2,2,1,4,3,3,3,1,2,1,2,4,1,4,2,3,3,2,3,2,3,2,2
344,1,2,2,2,4,1,4,1,5,3,2,1,1,3,1,4,1,3,1,1,2,2,2,3,2,4,2,4,3,3,3,3,3,3,8
345,1,2,3,2,3,1,4,1,7,2,2,1,1,3,2,3,1,4,1,1,1,3,1,4,4,4,1,-5,-5,-5,-5,-5,-5,-5,-5
346,2,2,3,3,3,2,3,2,1,3,1,3,2,3,4,4,4,4,1,2,2,4,2,4,-2,4,2,1,2,1,1,3,1,2,3
347,1,2,4,1,1,1,4,1,5,3,2,1,1,3,1,3,1,4,1,1,3,1,1,2,1,4,1,4,4,4,4,4,4,1,4
348,2,2,3,3,2,3,2,3,1,3,1,2,3,3,3,2,3,1,4,2,3,2,4,2,3,3,4,3,2,2,2,3,2,2,2
349,4,4,4,4,2,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,2,1,3,2,2,3,2,2,1,4,2
350,4,3,3,2,2,3,3,2,1,3,1,2,2,3,2,3,2,3,2,2,2,2,2,3,1,3,3,4,4,1,3,2,3,1,3
351,2,4,2,2,3,4,2,2,1,3,1,2,3,3,1,4,3,4,3,4,4,2,3,1,4,3,2,4,2,3,3,2,3,2,3
352,2,2,3,3,2,3,3,2,5,3,2,2,2,2,3,2,3,3,3,1,3,4,3,3,3,4,3,4,3,2,2,2,3,1,2
353,2,2,4,2,4,1,1,3,1,3,1,2,2,3,3,4,3,3,2,2,2,3,-2,3,2,3,-2,-5,-5,-5,-5,-5,-5,-5,-5
